Name,PrimaryTechnology,StatusDetail,x_Coordinate,y_Coordinate,Status,SizeCategory,longitude,latitude
Strath Tirry Wind Farm,Wind,Application Submitted,257880.0,914516.0,In development,Large (1MW+),-4.412803358365003,58.09675600315046
Cairnmore Hill Wind Farm,Wind,Application Submitted,305897.0,968734.0,In development,Large (1MW+),-3.6207961652988736,58.5963315267061
Scoop Hill Wind Farm,Wind,Application Submitted,315500.0,598500.0,In development,Large (1MW+),-3.3315653751519037,55.27337530140933
Mochrum Fell Wind Farm,Wind,Application Submitted,269420.0,572995.0,In development,Large (1MW+),-4.044672613076587,55.03427690682796
Cumberhead West Wind Farm,Wind,Application Submitted,281169.0,635550.0,In development,Large (1MW+),-3.8874631692172787,55.599017937666616
Forss Wind Farm,Wind,Application Submitted,302336.0,969496.0,In development,Large (1MW+),-3.682363407921731,58.60238510790409
Euchanhead Wind Farm,Wind,Application Submitted,266343.0,604138.0,In development,Large (1MW+),-4.107490580910311,55.31311605295087
Plascow Wind Turbine,Wind,Application Submitted,288038.0,563854.0,In development,Unknown,-3.7499533539092855,54.956717931242636
Berry Burn Wind Farm (extension),Wind,Application Submitted,311550.0,840550.0,In development,Large (1MW+),-3.4753913530222693,57.446596334083786
Lorg Windfarm,Wind,Awaiting Construction,263239.0,601647.0,In development,Large (1MW+),-4.155146058276445,55.28989527995165
Lochluichart Extension II,Wind,Awaiting Construction,232487.0,868453.0,In development,Large (1MW+),-4.810588385837847,57.674645181196844
Brownhill Farm (Resubmission),Wind,Awaiting Construction,288880.0,662140.0,In development,Large (1MW+),-3.7759623504528466,55.83963647439637
Meall Buidhe Wind Farm,Wind,Application Submitted,245556.0,895446.0,In development,Large (1MW+),-4.609150840660512,57.921523326818075
Skelmonae Wind Farm Extension,Wind,Application Submitted,394382.0,836777.0,In development,Large (1MW+),-2.0951918432363326,57.42130433908273
Crossdykes,Wind,Under Construction,325400.0,587500.0,In development,Large (1MW+),-3.172870411053446,55.17615253290326
Fell Wind Farm,Wind,Application Submitted,272679.0,583776.0,In development,Large (1MW+),-3.998539262156924,55.13194089266812
Cornharrow Wind Farm (Resubmission),Wind,Application Submitted,266701.0,592862.0,In development,Large (1MW+),-4.096513006858265,55.21195787671023
Sandy Knowe Wind Farm (S.36 resubmission),Wind,Awaiting Construction,270100.0,610600.0,In development,Large (1MW+),-4.051335174161374,55.3721506113462
Glen Ullinish Wind Farm,Wind,Awaiting Construction,134850.0,842440.0,In development,Large (1MW+),-6.41492183533434,57.394796993489486
Hill of Carlincraig wind turbines,Wind,Awaiting Construction,368325.0,844794.0,In development,Large (1MW+),-2.530057795485476,57.492239070325205
Greengairs Wind Farm,Wind,Awaiting Construction,279673.0,669835.0,In development,Large (1MW+),-3.926312660307325,55.906525261258956
Greengairs East Wind Farm,Wind,Awaiting Construction,280551.0,669203.0,In development,Large (1MW+),-3.9119975985354967,55.9010689680077
Solwaybank Wind Farm (resubmission),Wind,Under Construction,329413.0,578978.0,In development,Large (1MW+),-3.1077526143031444,55.10017919859029
Glenkerie Wind Farm Extension,Wind,Awaiting Construction,310453.0,628117.0,In development,Large (1MW+),-3.4204917846947995,55.53852457081538
Loganhead Wind Farm,Wind,Awaiting Construction,330880.0,586580.0,In development,Large (1MW+),-3.0866206259350544,55.16868416389967
Drumelzie,Wind,Awaiting Construction,288864.0,669037.0,In development,Large (1MW+),-3.7790485617939065,55.901570835210975
A'Chruach (Phase 2),Wind,Awaiting Construction,194350.0,697350.0,In development,Large (1MW+),-5.310170666416014,56.124438997941866
South Priorhill Farm,Wind,Awaiting Construction,275280.0,639176.0,In development,Large (1MW+),-3.9825059215293073,55.63010447471997
Stoney Hill Farm,Wind,Awaiting Construction,266542.0,636804.0,In development,Large (1MW+),-4.120038794994191,55.60648560138012
Tormywheel Wind Farm Extension,Wind,Awaiting Construction,294590.0,657692.0,In development,Large (1MW+),-3.683104874036802,55.80097128667898
Beinn Thulabaigh Wind Turbine,Wind,Awaiting Construction,136905.0,932771.0,In development,Large (1MW+),-6.480201413420842,58.20491885535302
Priestgill Wind Farm,Wind,Awaiting Construction,295854.0,625399.0,In development,Large (1MW+),-3.6506983974540055,55.51121228473453
Windy Rig Wind Farm (resubmission),Wind,Awaiting Construction,261700.0,600000.0,In development,Large (1MW+),-4.178550938806616,55.274676532227865
Gass Wind Farm,Wind,Awaiting Construction,225226.0,566406.0,In development,Large (1MW+),-4.731361721293892,54.961564860513576
Aultmore Wind Farm -resubmission,Wind,Awaiting Construction,345000.0,860000.0,In development,Large (1MW+),-2.922564424736232,57.626571905249556
South Kyle Wind Farm,Wind,Awaiting Construction,254576.0,604980.0,In development,Large (1MW+),-4.2931703025651755,55.31733844414311
Kenly Wind Farm (Resubmission),Wind,Awaiting Construction,355244.0,713277.0,In development,Large (1MW+),-2.7249964572856102,56.309772106994195
Sandwick North St Community wind turbine,Wind,Awaiting Construction,121228.0,941735.0,In development,Large (1MW+),-6.756793046608362,58.275524580112744
Burnfoot East Wind Farm (further extension),Wind,Under Construction,290930.0,703230.0,In development,Large (1MW+),-3.759961027718417,56.20910678143126
Enoch Hill,Wind,Awaiting Construction,258401.0,609144.0,In development,Large (1MW+),-4.235052531462143,55.35584211846548
Sneddon Law Community Wind Farm,Wind,Under Construction,249387.0,641441.0,In development,Large (1MW+),-4.394639261997133,55.6431053245297
Camilty Wind Farm,Wind,Awaiting Construction,305615.0,659320.0,In development,Large (1MW+),-3.507870209330349,55.81787474964025
Hopsrig Wind Farm,Wind,Awaiting Construction,327484.0,588675.0,In development,Large (1MW+),-3.1404577587313085,55.187018991996865
Over Hill Wind Farm,Wind,Awaiting Construction,251694.0,611197.0,In development,Large (1MW+),-4.341835632376462,55.37229449847268
Longhill Burn Wind Farm,Wind,Awaiting Construction,298062.0,658993.0,In development,Large (1MW+),-3.628233034504125,55.813401261303966
Neart na Gaoithe (Resubmission),Wind,Under Construction,384615.0,708641.0,In development,Large (1MW+),-2.2500075887907487,56.26999263986729
Glenshimmeroch Wind Farm,Wind,Awaiting Construction,266021.0,587733.0,In development,Large (1MW+),-4.104761076417953,55.16571687969322
Glenshero Wind Farm,Wind,Application Submitted,255156.0,793734.0,In development,Large (1MW+),-4.386942713104762,57.01193038148191
Twentyshilling Hill Wind Farm (resubmission),Wind,Awaiting Construction,279500.0,604500.0,In development,Large (1MW+),-3.900475412615881,55.319766281752436
MacColl Offshore Windfarm (Moray East),Wind,Under Construction,353328.0,897834.0,In development,Large (1MW+),-2.790541679977248,57.9673095960618
Telford Offshore Windfarm (Moray East),Wind,Under Construction,353646.0,924989.0,In development,Large (1MW+),-2.790546050836773,58.21121730307124
Stevenson Offshore Windfarm (Moray East),Wind,Under Construction,331721.0,907867.0,In development,Large (1MW+),-3.1585829141445103,58.05461080335205
Easter Tolmauds,Wind,Operational,362478.0,807524.0,Operational,Large (1MW+),-2.621909594204693,57.15702553640765
Strathy South,Wind,Awaiting Construction,279050.0,952050.0,In development,Large (1MW+),-4.073538309465483,58.43993884755076
Kincardine Offshore Windfarm,Wind,Under Construction,407766.0,789575.0,In development,Large (1MW+),-1.873812938345156,56.997265998250406
Strathallan Wind Farm,Wind,Awaiting Construction,281033.0,713188.0,In development,Large (1MW+),-3.9238998425673053,56.29614843246201
Aikengall 3 Community Wind Farm,Wind,Awaiting Construction,371793.0,666791.0,In development,Large (1MW+),-2.452596989598649,55.89341279147001
Sanquhar 'Six' Community Wind Farm,Wind,Awaiting Construction,268285.0,606841.0,In development,Large (1MW+),-4.078184778691731,55.33791227759314
Deuchries Windfarm (extension),Wind,Awaiting Construction,363721.0,853713.0,In development,Large (1MW+),-2.608189791721675,57.57200284660561
Shepherd's Rig Wind Farm,Wind,Application Submitted,262319.0,593591.0,In development,Large (1MW+),-4.16568272590523,55.217301372831464
Sorbie Farm,Wind,Awaiting Construction,224637.0,644638.0,In development,Large (1MW+),-4.789441794260918,55.66349627117922
Pines Burn Wind Farm,Wind,Awaiting Construction,353795.0,606879.0,In development,Large (1MW+),-2.73027239228583,55.35374457397991
Rothes Wind Farm III,Wind,Application Submitted,321000.0,848000.0,In development,Large (1MW+),-3.3203994547416014,57.51524236854038
Chirmorie Wind Farm,Wind,Awaiting Construction,222552.0,579875.0,In development,Large (1MW+),-4.7814366040122795,55.081510167000324
Dell Wind Farm,Wind,Awaiting Construction,249820.0,806535.0,In development,Large (1MW+),-4.482390746568762,57.12510913912688
Kirk Hill Wind Farm,Wind,Awaiting Construction,226190.0,604790.0,In development,Large (1MW+),-4.739833492524781,55.30642351370528
Airigh Wind Farm,Wind,Awaiting Construction,176171.0,666802.0,In development,Large (1MW+),-5.576607716627113,55.842340301041254
Airies Farm,Wind,Operational,229266.0,548481.0,Operational,Large (1MW+),-4.657720366271871,54.80206295967713
Sanquhar 2 Community Wind Farm,Wind,Application Submitted,268554.0,603493.0,In development,Large (1MW+),-4.072377304047706,55.30791982185836
Viking Wind Farm (resubmission),Wind,Awaiting Construction,443800.0,1161960.0,In development,Large (1MW+),-1.208438805377963,60.3393378064052
Costa Head Wind Farm,Wind,Awaiting Construction,329920.0,1029790.0,In development,Large (1MW+),-3.2268542335323445,59.149076499530445
Hesta Head Wind Farm,Wind,Awaiting Construction,346223.0,988155.0,In development,Large (1MW+),-2.9317582858144333,58.7776028460826
Seagreen Phase 1 (Alpha),Wind,Awaiting Construction,404600.0,749300.0,In development,Large (1MW+),-1.9266340285328871,56.635500808095195
Seagreen Phase 1 (Alpha),Wind,Awaiting Construction,404600.0,749300.0,In development,Large (1MW+),-1.9266340285328871,56.635500808095195
An Suidhe,Wind,Operational,200483.0,707563.0,Operational,Large (1MW+),-5.219344564427117,56.21865464037219
Neilston Additional Wind Turbine,Wind,Awaiting Construction,245747.0,653929.0,In development,Large (1MW+),-4.4594504330275075,55.75406426577487
Culterfield Windfarm (resubmission),Wind,Awaiting Construction,442000.0,1129500.0,In development,Large (1MW+),-1.2477332357804365,60.04809892894724
Lochcarnan Community Windfarm,Wind,Operational,77451.0,828569.0,Operational,Large (1MW+),-7.347855879979654,57.233710564386165
Glen Kyllachy Wind Farm,Wind,Awaiting Construction,274500.0,827500.0,In development,Large (1MW+),-4.085648843501587,57.320716465702446
Limekiln Wind Farm (resubmission),Wind,Awaiting Construction,298654.0,961356.0,In development,Large (1MW+),-3.7420576508248544,58.528469140641675
Clauchrie Windfarm,Wind,Application Submitted,229552.0,588722.0,In development,Large (1MW+),-4.677222960165071,55.16337570618527
Hagshaw Hill (Repowering),Wind,Awaiting Construction,282089.0,631116.0,In development,Large (1MW+),-3.870976688803297,55.55942280697608
High Constellation Wind Farm,Wind,Awaiting Construction,181000.0,651000.0,In development,Large (1MW+),-5.486949871600782,55.70284230242672
Kennoxhead Wind Farm Extension,Wind,Application Submitted,276456.0,625384.0,In development,Large (1MW+),-3.957669480724809,55.50655422048948
Inch Cape,Wind,Awaiting Construction,387786.0,734231.0,In development,Large (1MW+),-2.2000124263613707,56.499985169655524
Fallago Rig,Wind,Operational,357000.0,660000.0,Operational,Large (1MW+),-2.688032069205749,55.83130489107494
Inverclyde Wind Farm (Corlic Hill),Wind,Under Construction,229563.0,672854.0,In development,Large (1MW+),-4.728892904658053,55.91848105609328
Kirkan Wind Farm,Wind,Application Submitted,245959.0,865205.0,In development,Large (1MW+),-4.582887181680968,57.65031470800522
Strathrory Wind Farm,Wind,Application Submitted,264000.0,877500.0,In development,Large (1MW+),-4.287825447640323,57.766473894382365
Rigghill Wind Farm,Wind,Application Submitted,221492.0,666156.0,In development,Large (1MW+),-4.853451024873064,55.8554490650072
Moorshield Wind Farm,Wind,Application Submitted,251966.0,649283.0,In development,Large (1MW+),-4.357935489861874,55.714297978330336
Netherton,Wind,Awaiting Construction,367378.0,836927.0,In development,Small to medium (>=45kW and <1MW),-2.544802156488049,57.42150925976911
Mountwest Wind Cluster (resubmission),Wind,Awaiting Construction,384500.0,828500.0,In development,Large (1MW+),-2.259196573680581,57.34672309850562
Aberarder Wind Farm,Wind,Awaiting Construction,264839.0,820696.0,In development,Large (1MW+),-4.242219685557014,57.25688331762462
Hill of Towie II Wind Farm,Wind,Awaiting Construction,320000.0,860000.0,In development,Large (1MW+),-3.3410432663259906,57.62282584393519
Blary Hill Wind Farm,Wind,Under Construction,170381.0,636538.0,In development,Large (1MW+),-5.643501678230339,55.568253960935685
Arecleoch Wind Farm (extension),Wind,Application Submitted,221500.0,578500.0,In development,Large (1MW+),-4.79703350625549,55.06879198585084
Cloiche Wind Farm,Wind,Application Submitted,246861.0,813520.0,In development,Large (1MW+),-4.535503864003646,57.1868168834338
Greenburn Wind Park,Wind,Application Submitted,256423.0,614614.0,In development,Large (1MW+),-4.269035716694858,55.40437971838528
Lethans Wind Farm (resubmission),Wind,Awaiting Construction,268331.0,616048.0,In development,Large (1MW+),-4.081799168476083,55.4205995365373
Kype Muir Wind Farm Extension,Wind,Under Construction,271915.0,639557.0,In development,Large (1MW+),-4.036092513059379,55.632650409358064
Dalquhandy Windfarm,Wind,Awaiting Construction,214836.0,591232.0,In development,Large (1MW+),-4.909553277208042,55.18061227752117
Lairg Wind Farm Extension (Lairg 2),Wind,Awaiting Construction,259717.0,902222.0,In development,Large (1MW+),-4.374336995895577,57.98701583062457
Hill Of Lychrobbie,Wind,Awaiting Construction,316974.0,932057.0,In development,Large (1MW+),-3.4169865030142077,58.269291499892915
Gordonbush (extension),Wind,Under Construction,284604.0,912697.0,In development,Large (1MW+),-3.9588658705900057,58.08820448874735
Hill of Towie (Drummuir),Wind,Operational,320000.0,860000.0,Operational,Large (1MW+),-3.3410432663259906,57.62282584393519
Creag Riabhach Wind Farm,Wind,Awaiting Construction,252589.0,928364.0,In development,Large (1MW+),-4.51121635219372,58.21928271354415
"Aikengall II, Wester Dod Community Wind Farm",Wind,Operational,369468.0,669455.0,Operational,Large (1MW+),-2.490072732113122,55.917205059837876
Kennoxhead Wind Farm,Wind,Awaiting Construction,277147.0,624403.0,In development,Large (1MW+),-3.9463011193487216,55.49791902545072
Balmurrie Fell Wind Farm,Wind,Operational,238626.0,555982.0,Operational,Large (1MW+),-4.51645249868677,54.87250387820368
Strathy Wood,Wind,Application Submitted,282146.0,955604.0,In development,Large (1MW+),-4.0223748753018835,58.47268455164264
Faw Side Community Wind Farm,Wind,Application Submitted,335000.0,596000.0,In development,Large (1MW+),-3.0241263109189367,55.25387497842139
Stornoway Wind Farm (second resubmission),Wind,Application Submitted,142695.0,934003.0,In development,Large (1MW+),-6.383339212805528,58.2193675971699
Beinn an Tuirc Windfarm Phase 3,Wind,Under Construction,172270.0,633925.0,In development,Large (1MW+),-5.611454914729556,55.54570858406461
Uisenis/Eishken (Muaitheabhal) (Southern Extension),Wind,Awaiting Construction,128788.0,911062.0,In development,Large (1MW+),-6.592749254745843,58.00565343666074
Uisenis/Eishken (Muaitheabhal) (East Extension),Wind,Awaiting Construction,132947.0,913350.0,In development,Large (1MW+),-6.525190785448696,58.02865792457174
Uisenis/Eishken (Muaitheabhal) Wind Farm,Wind,Awaiting Construction,126600.0,913600.0,In development,Large (1MW+),-6.632592140465618,58.02703428455542
Halsary Wind Farm,Wind,Under Construction,315749.0,950081.0,In development,Large (1MW+),-3.4444542535478364,58.43088594019118
Druim Leathann (resubmission),Wind,Awaiting Construction,151403.0,947774.0,In development,Large (1MW+),-6.250310440227486,58.347709389896664
Tangy 4 Wind Farm,Wind,Awaiting Construction,168500.0,628500.0,In development,Large (1MW+),-5.666546989148436,55.49528900394608
Stranoch Wind Farm,Wind,Awaiting Construction,215493.0,571022.0,In development,Large (1MW+),-4.886146026891127,54.999485071273405
Braemore,Wind,Awaiting Construction,255325.0,900934.0,In development,Large (1MW+),-4.4477545678179835,57.97404989856461
Eascairt Wind Farm,Wind,Awaiting Construction,183500.0,655000.0,In development,Large (1MW+),-5.450409850386867,55.7398391970049
Whitelaw Brae Wind Farm,Wind,Awaiting Construction,306039.0,621476.0,In development,Large (1MW+),-3.488155285008589,55.478042253877476
North Hoo Fields,Wind,Awaiting Construction,445388.0,1142745.0,In development,Small to medium (>=45kW and <1MW),-1.1839769329938294,60.16665377244373
Brackenhills Farm (resubmission),Wind,Awaiting Construction,358303.0,859511.0,In development,Large (1MW+),-2.6997622437008766,57.62360933280133
Green Burn Wind Farm,Wind,Awaiting Construction,315871.0,755635.0,In development,Large (1MW+),-3.3749245844277405,56.68484411778819
Hartwood Windfarm,Wind,Awaiting Construction,284792.0,659236.0,In development,Large (1MW+),-3.8399714023472935,55.81259851715109
Creag Dhubh,Wind,Application Submitted,212821.0,703627.0,In development,Large (1MW+),-5.017905663192029,56.1883573789962
Gilston Hill Wind Farm,Wind,Awaiting Construction,344140.0,657352.0,In development,Large (1MW+),-2.892760853757877,55.806195006523616
Stranoch 2,Wind,Application Submitted,215493.0,571022.0,In development,Large (1MW+),-4.886146026891127,54.999485071273405
Yell Wind Farm,Wind,Application Submitted,449792.0,1202671.0,In development,Large (1MW+),-1.0897250987828837,60.70412254054395
Hare Craig Windfarm,Wind,Application Submitted,274078.0,630954.0,In development,Large (1MW+),-3.9978293358652044,55.55596396474293
Clashindarroch 2 (extension),Wind,Application Submitted,344000.0,833000.0,In development,Large (1MW+),-2.9330953836525238,57.383954838311205
Kilgallioch Windfarm (Extension),Wind,Application Submitted,225000.0,570000.0,In development,Large (1MW+),-4.737082173095494,54.99374461081812
"Bridge House, Muasdale, Tarbert, Strathclyde",Wind,Awaiting Construction,172190.0,641550.0,In development,Large (1MW+),-5.619013682040987,55.61404619894205
Narachan Wind Farm,Wind,Application Submitted,175585.0,647445.0,In development,Large (1MW+),-5.5700336271687885,55.66848767340357
Coire Na Cloiche Wind Farm,Wind,Operational,258937.0,878023.0,Operational,Large (1MW+),-4.373159981199746,57.76960277452096
Moray Firth 2 (West),Wind,Awaiting Construction,322637.0,909733.0,In development,Large (1MW+),-3.313071257084784,58.069873558179566
Pencloe Wind Farm,Wind,Awaiting Construction,257641.0,610606.0,In development,Large (1MW+),-4.247774093884704,55.368749097045615
Knockman Hill Wind Farm,Wind,Awaiting Construction,266921.0,583507.0,In development,Large (1MW+),-4.088659544742463,55.12801120061519
BARLOCKHART MOOR - extension,Wind,Awaiting Construction,222700.0,557109.0,In development,Large (1MW+),-4.765033145909751,54.87722677959821
Glenmuckloch Wind Farm,Wind,Awaiting Construction,270269.0,615690.0,In development,Large (1MW+),-4.05103636998665,55.41790187460814
Cogle Moss Wind Farm,Wind,Awaiting Construction,327494.0,955985.0,In development,Large (1MW+),-3.245260225107557,58.486006129941785
Easter Drumclair Wood (Resubmission),Wind,Awaiting Construction,286869.0,671605.0,In development,Large (1MW+),-3.812014210268978,55.924167003174276
Knockshinnoch Wind Farm,Wind,Awaiting Construction,260917.0,612721.0,In development,Large (1MW+),-4.197179636635373,55.38867847582428
Millennium South - Phase 3,Wind,Awaiting Construction,227236.0,807450.0,In development,Large (1MW+),-4.855583533778206,57.125382790541025
Poniel Wind Turbines,Wind,Awaiting Construction,284063.0,633619.0,In development,Large (1MW+),-3.8407490784431615,55.582374655462914
Douglas West and Dalquhandy Renewable Energy Project,Wind,Awaiting Construction,280968.0,634257.0,In development,Large (1MW+),-3.89009302693149,55.587357376274035
Hazelside farm - resubmission,Wind,Under Construction,281251.0,630930.0,In development,Large (1MW+),-3.8841748077804357,55.55754902201962
Shewalton Road,Wind,Awaiting Construction,234160.0,636667.0,In development,Large (1MW+),-4.633427123024634,55.595297962669285
Beinn Mheadhonach,Wind,Awaiting Construction,139317.0,837466.0,In development,Large (1MW+),-6.335545985940143,57.3528260945005
Corriemoillie (Resubmission),Wind,Operational,234700.0,867700.0,Operational,Large (1MW+),-4.7730137482564565,57.66870790173335
Wathegar 2 Wind Farm,Wind,Operational,329103.0,950291.0,Operational,Large (1MW+),-3.2159051182101615,58.435143760755345
Lowther Hills (North Lowther Energy Initiative),Wind,Application Submitted,283464.0,615138.0,In development,Large (1MW+),-3.842479143809291,55.416260662598305
Broken Cross (Former Surface Mine),Wind,Application Submitted,285677.0,636040.0,In development,Large (1MW+),-3.816163721630206,55.60449840706423
Draffanmarshill Farm,Wind,Application Submitted,278551.0,645431.0,In development,Large (1MW+),-3.933352927391173,55.68710247554662
North Kyle Energy Project,Wind,Application Submitted,250488.0,608948.0,In development,Large (1MW+),-4.3596461584021275,55.35173756429846
Sheirdrim Renewable Energy Development - Wind,Wind,Application Submitted,181450.0,657720.0,In development,Large (1MW+),-5.485175845002953,55.76331207327404
Crookedstane Farm,Wind,Awaiting Construction,296607.0,615168.0,In development,Large (1MW+),-3.6349715027617893,55.41948047362231
Lion Hill Wind Farm (Crookedstane Farm 2),Wind,Awaiting Construction,297700.0,610300.0,In development,Large (1MW+),-3.6159266890051334,55.375986259656095
Polquhairn Wind Farm,Wind,Awaiting Construction,246990.0,616752.0,In development,Large (1MW+),-4.419036558172785,55.42072013708276
Benbrack,Wind,Awaiting Construction,253199.0,599440.0,In development,Large (1MW+),-4.31195451657826,55.267189171577726
Torrs Hill,Wind,Under Construction,252600.0,589000.0,In development,Large (1MW+),-4.31592098246047,55.1732758900777
Dounreay Trì Floating Wind Demonstration,Wind,Under Construction,291337.0,980477.0,In development,Large (1MW+),-3.8768117577681798,58.69833703618715
Pogbie Wind Farm 2,Wind,Operational,347360.0,661013.0,Operational,Large (1MW+),-2.8421060686879516,55.839447649060084
Work Farm Wind Turbines,Wind,Awaiting Construction,347667.0,1012871.0,In development,Large (1MW+),-2.912619952155252,58.999718471976365
Golticlay Wind Farm,Wind,Application Submitted,322334.0,940553.0,In development,Large (1MW+),-3.3285043316868843,58.34655670782667
Kype Muir Wind Farm,Wind,Operational,271915.0,639557.0,Operational,Large (1MW+),-4.036092513059379,55.632650409358064
Camster II,Wind,Application Submitted,328795.0,948360.0,In development,Large (1MW+),-3.220578330296399,58.417754949983575
"Land between Lorg Hill, Ewe Hill and Brown Hill",Wind,Awaiting Construction,266135.0,600844.0,In development,Large (1MW+),-4.109195172784296,55.28348051192886
Southrigg 2 (Resubmission),Wind,Awaiting Construction,292119.0,665711.0,In development,Large (1MW+),-3.7256904210765396,55.872442033766795
Crystal Rig Wind Farm Phase IV,Wind,Application Submitted,367100.0,667900.0,In development,Large (1MW+),-2.5277669945788888,55.9030778557853
Lurg Hill Wind Farm,Wind,Awaiting Construction,351190.0,858727.0,In development,Large (1MW+),-2.8186774656837392,57.61585246742195
Forth of Firth (Methil),Wind,Awaiting Construction,338141.0,696278.0,In development,Large (1MW+),-2.9974142542365128,56.155146043671884
Clash Gour,Wind,Application Submitted,308050.0,844900.0,In development,Large (1MW+),-3.5353217408529294,57.48496048669567
Heathland Wind Farm,Wind,Awaiting Construction,296479.0,656713.0,In development,Large (1MW+),-3.6526133450256713,55.79258742809595
Dorenell Wind Farm (Previously Site A and B Scaut Hill),Wind,Operational,332000.0,829500.0,Operational,Large (1MW+),-3.1316820845495967,57.35088523865031
West Benhar wind farm,Wind,Awaiting Construction,289560.0,661750.0,In development,Large (1MW+),-3.764951181932078,55.83629029617181
Tralorg Wind Farm,Wind,Under Construction,221728.0,598656.0,In development,Large (1MW+),-4.806149343141731,55.24977538095157
Mossy Hill,Wind,Awaiting Construction,443900.0,1142000.0,In development,Large (1MW+),-1.2109464615232908,60.16012726125944
Sandwick East Community Wind Farm,Wind,Application Submitted,131345.0,929229.0,In development,Large (1MW+),-6.570421156401566,58.16985697497755
Achlachan Wind Farm,Wind,Operational,315200.0,952100.0,Operational,Large (1MW+),-3.45460015546829,58.44890673428564
Beatrice,Wind,Operational,344074.0,911416.0,Operational,Large (1MW+),-2.950162446595635,58.08821464073275
Bad a Cheo Wind Farm,Wind,Operational,316615.0,948900.0,Operational,Large (1MW+),-3.42919999212519,58.420448679959485
Larbrax Wind Farm (resubmission),Wind,Awaiting Construction,197120.0,561850.0,In development,Large (1MW+),-5.1664357494247675,54.91004466867573
Middle Muir Wind Farm,Wind,Operational,286178.0,625826.0,Operational,Large (1MW+),-3.804008549169995,55.51288672240658
European Offshore Wind Deployment Centre (EOWDC) (Aberdeen Bay - Demonstration site),Wind,Operational,395693.0,806148.0,Operational,Large (1MW+),-2.0728203633185682,57.1461840497777
Pogbie Wind Farm 1,Wind,Operational,347905.0,659047.0,Operational,Large (1MW+),-2.833027185241945,55.821844524941255
Glendye Estate,Wind,Application Submitted,364878.0,786267.0,In development,Large (1MW+),-2.579255983689735,56.96627261205742
Stronelairg Wind Farm,Wind,Operational,247166.0,806833.0,Operational,Large (1MW+),-4.526364960050675,57.126908182308455
Auchadaduie Wind Farm,Wind,Operational,169193.0,633969.0,Operational,Large (1MW+),-5.660156479896789,55.54465699542016
Moorhouse Farm,Wind,Operational,384415.0,667894.0,Operational,Large (1MW+),-2.2508441221028797,55.90390009227089
Beaw Field Wind Farm,Wind,Awaiting Construction,450461.0,1182092.0,In development,Large (1MW+),-1.0827261236508876,60.519298393065476
Levenmouth demonstration turbine (Fife Energy Park),Wind,Operational,340600.0,696860.0,Operational,Large (1MW+),-2.9579654880986967,56.16068734374035
Mochrum Fell Wind Farm,Wind,Awaiting Construction,272064.0,574913.0,In development,Large (1MW+),-4.004191730096476,55.0521891357966
Cornabo,Wind,Awaiting Construction,364449.0,817874.0,In development,Large (1MW+),-2.590813334889863,57.2501507541021
Penbreck & Carmacoup Forest (Resubmission),Wind,Awaiting Construction,269500.0,627500.0,In development,Large (1MW+),-4.068723977678598,55.523745089015115
Meikle Hill wind farm,Wind,Awaiting Construction,315105.0,850668.0,In development,Large (1MW+),-3.419702041310875,57.53813238447048
Windy Edge Wind Farm,Wind,Awaiting Construction,349251.0,592241.0,In development,Large (1MW+),-2.799281612160113,55.22177588810693
Sandy Knowe Wind Farm (resubmission),Wind,Awaiting Construction,270100.0,610600.0,In development,Large (1MW+),-4.051335174161374,55.3721506113462
Howpark Farm,Wind,Awaiting Construction,382529.0,667205.0,In development,Large (1MW+),-2.2809634535291634,55.89764432006574
Glen App,Wind,Operational,208880.0,571432.0,Operational,Large (1MW+),-4.989653634215674,55.00066935067878
Land to the north west of Hill of Petty,Wind,Awaiting Construction,375052.0,835922.0,In development,Large (1MW+),-2.416934992668798,57.41296966861201
North Haddo,Wind,Awaiting Construction,374646.0,838972.0,In development,Large (1MW+),-2.424009553098622,57.440343279319386
Hare Hill (East Ayrshire),Wind,Operational,265320.0,609703.0,Operational,Large (1MW+),-4.1262724100525325,55.36280782322994
Hare Hill Extension,Wind,Operational,265320.0,609703.0,Operational,Large (1MW+),-4.1262724100525325,55.36280782322994
Afton Wind Farm,Wind,Operational,262100.0,604100.0,Operational,Large (1MW+),-4.174272272667672,55.31160372853124
Deuchries,Wind,Operational,363290.0,855792.0,Operational,Large (1MW+),-2.615710415693105,57.590641137302455
North Yell Wind Farm (Garth Community Wind Farm),Wind,Operational,454471.0,1198506.0,Operational,Large (1MW+),-1.0051790679447128,60.66612534251278
Brochloch Rig 1 (formerly Windy Standard),Wind,Operational,261500.0,602500.0,Operational,Large (1MW+),-4.182928602357984,55.2970684467972
Keith Hill (resubmission),Wind,Operational,348373.0,658532.0,Operational,Large (1MW+),-2.825460683519915,55.81726817674781
Evie Wind Energy Project,Wind,Awaiting Construction,335035.0,1025025.0,In development,Large (1MW+),-3.1360399986145513,59.10710830930464
Stornoway Wind Farm project (was Lewis Wind Farm - Resubmission),Wind,Awaiting Construction,142695.0,934003.0,In development,Large (1MW+),-6.383339212805528,58.2193675971699
Navidale Estate,Wind,Awaiting Construction,303250.0,918542.0,In development,Large (1MW+),-3.6452021676409436,58.14514972161914
Craigneil Hill,Wind,Application Submitted,380100.0,791000.0,In development,Large (1MW+),-2.329294732231245,57.009696794803695
Blarghour,Wind,Application Submitted,203718.0,713332.0,In development,Large (1MW+),-5.171543155650507,56.27175066404929
