Name,PrimaryTechnology,StatusDetail,x_Coordinate,y_Coordinate,Status,SizeCategory,longitude,latitude
Hywind Scotland Pilot Park (Hywind 2) Demonstrator,Wind,Operational,433500.0,846500.0,Operational,Large (1MW+),-1.442579182997553,57.50745150382023
Harburnhead Wind Farm,Wind,Operational,304070.0,658330.0,Operational,Large (1MW+),-3.5321674300855155,55.80867822540161
Forss Wind Farm,Wind,Operational,302000.0,969500.0,Operational,Large (1MW+),-3.6881442784726404,58.602345237850926
Clyde Wind Farm Extension (Clyde 2),Wind,Operational,302328.0,624463.0,Operational,Large (1MW+),-3.547897246831098,55.504143756922836
Crystal Rig Wind Farm Phase III,Wind,Operational,366700.0,670500.0,Operational,Large (1MW+),-2.534485069814279,55.92640908673028
Windy Standard III Wind Farm (Brockloch Rig Phase 2),Wind,Application Submitted,257695.0,600320.0,In development,Large (1MW+),-4.241702398957509,55.27640921902157
LADEHEAD FARM - WIND TURBINES,Wind,Operational,279142.0,641223.0,Operational,Large (1MW+),-3.922104126647778,55.649462242295314
Blackcraig,Wind,Operational,270500.0,582500.0,Operational,Large (1MW+),-4.032110074227813,55.119917049097054
Whiteside Hill,Wind,Operational,271440.0,608920.0,Operational,Large (1MW+),-4.029432846971777,55.3574172130451
Cumberhead Wind Farm,Wind,Application Submitted,276581.0,632651.0,In development,Large (1MW+),-3.9589334297024474,55.57184321731347
Beinn Tharsuinn Extension (Beinn nan Oighrean),Wind,Operational,266440.0,879840.0,Operational,Large (1MW+),-4.24815134498476,57.78820952548224
Sanquhar Community Windfarm,Wind,Operational,270311.0,607479.0,Operational,Large (1MW+),-4.046561357894138,55.344180176588324
Welton Of Creuchies,Wind,Operational,321622.0,750192.0,Operational,Large (1MW+),-3.2794168449617653,56.636958755703695
Beinneun Windfarm Extension,Wind,Operational,220442.0,804419.0,Operational,Large (1MW+),-4.965472516559275,57.09558778967001
Andershaw,Wind,Operational,283500.0,625500.0,Operational,Large (1MW+),-3.84625506282916,55.50932735249193
Cairnborrow - resubmission,Wind,Operational,346153.0,841867.0,Operational,Large (1MW+),-2.899240546610043,57.463853331802355
Tullymurdoch Wind Farm,Wind,Operational,319575.0,752228.0,Operational,Large (1MW+),-3.31341464580296,56.65489732937228
Bhlaraidh (previously Balmacaan),Wind,Operational,244194.0,817221.0,Operational,Large (1MW+),-4.581900885474802,57.21912998226525
Brochloch Rig (formerly Windy Standard II),Wind,Operational,260200.0,602000.0,Operational,Large (1MW+),-4.2031377637770095,55.29221138945323
Kilgallioch wind farm,Wind,Operational,220844.0,569576.0,Operational,Large (1MW+),-4.801696213900225,54.98846113273382
Drumduff,Wind,Operational,288877.0,669339.0,Operational,Large (1MW+),-3.778964972414168,55.90428591743651
Dunmaglass Wind Farm,Wind,Operational,264000.0,820120.0,Operational,Large (1MW+),-4.255799455244353,57.251464366981565
Tormywheel,Wind,Operational,295290.0,658102.0,Operational,Large (1MW+),-3.6721018433074297,55.80480578769601
Auchrobert Wind Farm,Wind,Operational,275154.0,638500.0,Operational,Large (1MW+),-3.9841991393459146,55.624001873396246
Carraig Gheal,Wind,Operational,196465.0,721170.0,Operational,Large (1MW+),-5.2945167862807345,56.338997672436996
Corriegarth,Wind,Operational,257500.0,813500.0,Operational,Large (1MW+),-4.359634263632568,57.190068734727966
Robin Rigg East,Wind,Operational,291005.0,542348.0,Operational,Large (1MW+),-3.6955199552327618,54.7642018822273
Robin Rigg West,Wind,Operational,288785.0,540522.0,Operational,Large (1MW+),-3.72930620916381,54.74731328931182
Beinneun,Wind,Operational,220442.0,804419.0,Operational,Large (1MW+),-4.965472516559275,57.09558778967001
Brotherton (formerly Paul Matthew Hill wind turbines),Wind,Operational,377397.0,769309.0,Operational,Large (1MW+),-2.371857231512237,56.814720651208674
Ewe Hill (extension),Wind,Operational,315000.0,580000.0,Operational,Large (1MW+),-3.333868711562194,55.10709696322261
Skeddoway Farm Wind Turbine,Wind,Operational,328104.0,697699.0,Operational,Large (1MW+),-3.159341070436889,56.16649965475503
Hoprigshiels Community Wind Farm,Wind,Operational,375631.0,669803.0,Operational,Large (1MW+),-2.391504544018594,55.92068437361232
Clentrie Wind Farm (Gevens),Wind,Operational,322212.0,692370.0,Operational,Large (1MW+),-3.2526366969656664,56.11770763541767
Craigannet Farm Wind Turbine,Wind,Operational,271250.0,685550.0,Operational,Large (1MW+),-4.068471506724137,56.04544641405116
Beatrice Demonstrator,Wind,Operational,347955.0,929690.0,Operational,Large (1MW+),-2.8884372499036535,58.25279782854389
Rothes Wind (Cairn Uish),Wind,Operational,318500.0,850500.0,Operational,Large (1MW+),-3.362955804887615,57.53724852587503
Freasdail Wind Farm,Wind,Operational,182440.0,659197.0,Operational,Large (1MW+),-5.470606703696345,55.777004488925165
Minnygap (Resubmission),Wind,Operational,303800.0,596000.0,Operational,Large (1MW+),-3.514797633039453,55.248771911048244
Craig Wind Farm (Extension),Wind,Operational,202000.0,557000.0,Operational,Large (1MW+),-5.087101536777256,54.868483790474556
Lochend Wind Farm,Wind,Operational,326691.0,968145.0,Operational,Large (1MW+),-3.262950801051381,58.59505531564233
Causeymire,Wind,Operational,336736.0,951086.0,Operational,Large (1MW+),-3.085428976641852,58.443455429923645
NEILSTON WIND FARM,Wind,Operational,245292.0,653952.0,Operational,Large (1MW+),-4.466705899707948,55.7541254682046
Middle Balbeggie Wind Turbines,Wind,Operational,327760.0,696279.0,Operational,Large (1MW+),-3.1644931362165103,56.15369269835935
Ferneylea Farm,Wind,Operational,373982.0,669162.0,Operational,Large (1MW+),-2.417826551142584,55.914838708332184
Pearie Law Wind Farm,Wind,Operational,302205.0,659690.0,Operational,Large (1MW+),-3.562401209379174,55.82051870600725
Southrigg,Wind,Operational,291875.0,665563.0,Operational,Large (1MW+),-3.7295288128784208,55.871058167432196
Kinegar Quarry (resubmission),Wind,Operational,377377.0,671362.0,Operational,Large (1MW+),-2.3636995778001775,55.93477684456049
Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission),Wind,Operational,363363.0,828345.0,Operational,Large (1MW+),-2.6103641512831794,57.34411798748319
Quixwood Moor,Wind,Operational,378028.0,663859.0,Operational,Large (1MW+),-2.352666029629933,55.867396081489844
Millour Hill Community Windfarm (Extension) resubmission,Wind,Operational,225498.0,652662.0,Operational,Large (1MW+),-4.780885075643461,55.73581677219712
Hill of Glaschyle Wind Farm,Wind,Operational,303306.0,847855.0,Operational,Large (1MW+),-3.615585784854143,57.5105055042838
Glenchamber Wind Farm,Wind,Operational,223765.0,566671.0,Operational,Large (1MW+),-4.7543147787274815,54.963429047482535
Assel Valley Wind Farm,Wind,Operational,223370.0,595995.0,Operational,Large (1MW+),-4.778684598470134,55.226483466755
Gawnsmoss Cluster,Wind,Operational,363483.0,859316.0,Operational,Large (1MW+),-2.6130147361216545,57.62230847365784
Galawhistle,Wind,Operational,275440.0,629090.0,Operational,Large (1MW+),-3.975412187959255,55.539575608558074
BROWNIELEYS - 3 WIND TURBINES,Wind,Operational,376967.0,772114.0,Operational,Large (1MW+),-2.379154797316925,56.83989705439917
Lochluichart (Extension),Wind,Operational,230678.0,869136.0,Operational,Large (1MW+),-4.841359780530948,57.68009543864252
Point Wind / Beinn Ghrideag Farm,Wind,Operational,136899.0,933106.0,Operational,Large (1MW+),-6.480681824364257,58.20791486510403
Dersalloch,Wind,Operational,242150.0,603950.0,Operational,Large (1MW+),-4.488201406743221,55.30426193207802
Edintore Wind Farm,Wind,Operational,342422.0,846573.0,Operational,Large (1MW+),-2.9625348952109722,57.505659724898074
Sunnyside wind cluster,Wind,Operational,276612.0,611178.0,Operational,Large (1MW+),-3.948901114206687,55.379021324225086
Ardoch and Over Enoch Wind Farm (Over Enoch),Wind,Operational,258600.0,648600.0,Operational,Large (1MW+),-4.252077744191289,55.710146867690376
Ardoch and Over Enoch Wind Farm (Ardoch),Wind,Operational,258534.0,649697.0,Operational,Large (1MW+),-4.2536946180052855,55.71997638241024
Noble Foods,Wind,Operational,328104.0,697428.0,Operational,Large (1MW+),-3.1592677187003697,56.16406545583752
Marshill Farm,Wind,Operational,278551.0,645431.0,Operational,Large (1MW+),-3.933352927391173,55.68710247554662
KELLAS WIND FARM,Wind,Operational,316592.0,853931.0,Operational,Large (1MW+),-3.3959926544582055,57.567710122901005
Easter Melrose Wind Energy Project,Wind,Operational,375187.0,863494.0,Operational,Large (1MW+),-2.417510711732048,57.660634049203765
Woodlands Wind Farm,Wind,Operational,279826.0,639404.0,Operational,Large (1MW+),-3.9104462779906353,55.63329730006387
Earlsburn,Wind,Operational,269652.0,688422.0,Operational,Large (1MW+),-4.095504092958204,56.07080031735042
Muirhall Extension,Wind,Operational,299342.0,652838.0,Operational,Large (1MW+),-3.6055405715197946,55.75838992762945
Carscreugh Renewable Energy Park,Wind,Operational,225000.0,555000.0,Operational,Large (1MW+),-4.727950452802587,54.859106723365294
Loch Sminig Wind Project,Wind,Operational,137480.0,952680.0,Operational,Large (1MW+),-6.4930313432394176,58.383524375734886
Earlsburn North (Kingsburn) Wind Farm,Wind,Operational,268000.0,690500.0,Operational,Large (1MW+),-4.1230477763560325,56.089003951290294
Penmanshiel Wind Farm,Wind,Operational,380006.0,667129.0,Operational,Large (1MW+),-2.3213033622570007,55.89686251954114
Moy Wind Farm (2nd Application),Wind,Operational,276947.0,835012.0,Operational,Large (1MW+),-4.048800385582369,57.38881835465619
Black Law Extension - 1b,Wind,Operational,289500.0,653500.0,Operational,Large (1MW+),-3.7625574690517625,55.76218684169567
Green Knowes,Wind,Operational,296850.0,707550.0,Operational,Large (1MW+),-3.666253055807145,56.249223403216355
Forss Wind Farm (Extension),Wind,Operational,302000.0,969500.0,Operational,Large (1MW+),-3.6881442784726404,58.602345237850926
Droop Hill Wind Farm x,Wind,Operational,375708.0,781360.0,Operational,Large (1MW+),-2.4006775150357336,56.92288993741504
Milton of Fisherie Wind Cluster,Wind,Operational,375067.0,859014.0,Operational,Large (1MW+),-2.41905767700154,57.62038823814493
Black Law Extension - 1a,Wind,Operational,289500.0,653500.0,Operational,Large (1MW+),-3.7625574690517625,55.76218684169567
Goathill Quarry Turbine,Wind,Operational,317941.0,688959.0,Operational,Large (1MW+),-3.320255868864742,56.08635474316967
Mossmorran Wind Farm,Wind,Operational,318109.0,689419.0,Operational,Large (1MW+),-3.317698081898631,56.09051530823556
Srondoire Community Wind Farm,Wind,Operational,182700.0,676700.0,Operational,Large (1MW+),-5.480491525517304,55.93409203198364
Gremista Wind Farm,Wind,Operational,446287.0,1145628.0,Operational,Large (1MW+),-1.1671249725780215,60.192436784568336
Stroupster Wind Farm - additional turbine,Wind,Operational,333969.0,965435.0,Operational,Large (1MW+),-3.136976633264414,58.571890637867725
Muirhall South,Wind,Operational,299342.0,652838.0,Operational,Large (1MW+),-3.6055405715197946,55.75838992762945
Plascow wind cluster (resubmission),Wind,Operational,287380.0,563820.0,Operational,Large (1MW+),-3.7602100359582638,54.95626429324171
Burnhead,Wind,Operational,289158.0,670199.0,Operational,Large (1MW+),-3.774825835086296,55.91207389278264
Rhodders Wind Farm,Wind,Operational,289525.0,702720.0,Operational,Large (1MW+),-3.782386750795595,56.20420268015063
Rosehill Wind Turbines,Wind,Operational,286252.0,686188.0,Operational,Large (1MW+),-3.8280556311789247,56.05497764951855
Glens of Foudland,Wind,Operational,361900.0,837400.0,Operational,Large (1MW+),-2.636076775689134,57.42533028974736
Hill of Stroupster Windfarm,Wind,Operational,334250.0,966250.0,Operational,Large (1MW+),-3.1323828854652436,58.579251460187315
Dungavel Hill,Wind,Operational,267954.0,636995.0,Operational,Large (1MW+),-4.0977336229304635,55.60858591113918
Strathy North,Wind,Operational,281550.0,957550.0,Operational,Large (1MW+),-4.03359560615369,58.48998937650164
Langhope Rig,Wind,Operational,340680.0,620050.0,Operational,Large (1MW+),-2.9398911630780726,55.47066539016498
Bankend Rig II Wind Farm,Wind,Application Submitted,264000.0,633700.0,In development,Large (1MW+),-4.158827094453868,55.57791193473914
Forrestfield Wind Farm,Wind,Application Submitted,286350.0,666350.0,In development,Large (1MW+),-3.8181049428133793,55.87685353320217
Skeddoway Farm Wind Turbine (Resubmission),Wind,Operational,328104.0,697699.0,Operational,Large (1MW+),-3.159341070436889,56.16649965475503
Bankend Wind Farm (extension),Wind,Application Submitted,264000.0,633700.0,In development,Large (1MW+),-4.158827094453868,55.57791193473914
Torrance Farm Wind Park Extension,Wind,Operational,290908.0,666200.0,Operational,Large (1MW+),-3.7452304550909052,55.87656069084197
Clashindarroch 2 (Revised),Wind,Operational,348000.0,831000.0,Operational,Large (1MW+),-2.866149140868707,57.36646733332968
GlaxoSmithKline Wind Project (Turbine 4),Wind,Operational,235111.0,636360.0,Operational,Large (1MW+),-4.618168997354495,55.59286550435413
Tod Hill Farm Wind Turbines,Wind,Operational,284064.0,683742.0,Operational,Large (1MW+),-3.8621096132859587,56.03248769704489
Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,Wind,Operational,390213.0,840362.0,Operational,Large (1MW+),-2.164748458012022,57.453435003186826
Bonerbo Wind Turbines (resubmission),Wind,Operational,353841.0,707688.0,Operational,Large (1MW+),-2.7466898809428293,56.259429350327885
Nutberry Wind Farm,Wind,Operational,279021.0,635662.0,Operational,Large (1MW+),-3.921580970490129,55.59949436729823
Calder Water Community Wind Farm,Wind,Operational,260869.0,640428.0,Operational,Large (1MW+),-4.211848747062633,55.63743392554896
Millour Hill Community Windfarm (Re-submission),Wind,Operational,225843.0,652080.0,Operational,Large (1MW+),-4.775026484485996,55.73071784628269
"Hillhead of Auquhirie, Resubmission",Wind,Operational,328500.0,785500.0,Operational,Large (1MW+),-3.1772086318035906,56.95518343074469
Middleton Wind Farm,Wind,Operational,253158.0,656019.0,Operational,Large (1MW+),-4.3426027268103935,55.77513277281714
Land South East Of Auchterhead,Wind,Application Submitted,287876.0,654682.0,In development,Large (1MW+),-3.7889103797943395,55.77242795304938
Netherton of Windyhills,Wind,Operational,348948.0,857294.0,Operational,Large (1MW+),-2.855898277440113,57.602733597337696
Monan Hill Wind Turbines,Wind,Operational,114171.0,904933.0,Operational,Large (1MW+),-6.831794627389123,57.94164314441715
St Johns Wells Wind Cluster Extension,Wind,Operational,379960.0,836480.0,Operational,Large (1MW+),-2.3352849348192373,57.41822554128582
Greenhill Croft,Wind,Operational,388080.0,856083.0,Operational,Large (1MW+),-2.201071206526615,57.594596045566675
Castle of Auchry Farm,Wind,Operational,373109.0,821437.0,Operational,Large (1MW+),-2.447690340150973,57.28274831695526
Yonderton Farm,Wind,Operational,403588.0,837834.0,Operational,Large (1MW+),-1.941899761726396,57.43082206745797
Auchinderran Wind Farm,Wind,Operational,361419.0,854774.0,Operational,Large (1MW+),-2.6468419176102786,57.58134122656285
Craig Wind Farm,Wind,Operational,331995.0,586055.0,Operational,Large (1MW+),-3.0689942766363303,55.16412214484378
Braes O'Doune,Wind,Operational,272590.0,710500.0,Operational,Large (1MW+),-4.05892934451862,56.26982072730702
Carcant Windfarm,Wind,Operational,336250.0,652850.0,Operational,Large (1MW+),-3.0175597810559553,55.76477327675026
New Holland,Wind,Operational,350053.0,1003214.0,Operational,Large (1MW+),-2.8689108892833057,58.91328962561193
Lochluichart,Wind,Operational,232030.0,866235.0,Operational,Large (1MW+),-4.816696601006147,57.654576366009216
Blantyre Muir Wind Farm extension,Wind,Operational,268888.0,651781.0,Operational,Large (1MW+),-4.089987925644993,55.74160264020707
Ark Hill,Wind,Operational,335700.0,742600.0,Operational,Large (1MW+),-3.0480613719365452,56.5709140813858
Edinbane Wind Farm,Wind,Operational,134353.0,850769.0,Operational,Large (1MW+),-6.432192136319239,57.469100004784565
Damhead Farm,Wind,Operational,279061.0,663992.0,Operational,Large (1MW+),-3.933483748333171,55.85390408137001
Jacksbank Wind Farm (Glenbervie),Wind,Operational,376574.0,783246.0,Operational,Large (1MW+),-2.386627217945611,56.93987667006325
Barlockhart Moor,Wind,Operational,221183.0,555886.0,Operational,Large (1MW+),-4.787888723486341,54.86570967973719
Burnfoot Hill Extension,Wind,Operational,290393.0,703943.0,Operational,Large (1MW+),-3.768908528234763,56.215386048318244
Bogenlea Farm,Wind,Operational,382155.0,852949.0,Operational,Large (1MW+),-2.299954304380279,57.56624903496396
Earlseat,Wind,Operational,332961.0,698416.0,Operational,Large (1MW+),-3.0813262525793133,56.17364963254405
West Browncastle,Wind,Operational,261117.0,642821.0,Operational,Large (1MW+),-4.20912188843235,55.65898985428462
Harestanes,Wind,Operational,300000.0,595000.0,Operational,Large (1MW+),-3.5741925642515486,55.239033204688006
Kildrummy Windfarm,Wind,Operational,357655.0,815170.0,Operational,Large (1MW+),-2.702934596729276,57.2252832464754
Meikle Carewe (Re-Submission),Wind,Operational,383200.0,792000.0,Operational,Large (1MW+),-2.2783202698182334,57.018803660326995
Barns of Ayre Wind Turbines (2),Wind,Operational,358890.0,1004047.0,Operational,Large (1MW+),-2.715652686942773,58.92171087538613
Phase 1 Bettyhill Wind Farm,Wind,Operational,272326.0,962920.0,Operational,Large (1MW+),-4.194702974974454,58.5355782516502
Tullo Wind Farm North Extension (Shiels Wind Farm),Wind,Operational,375080.0,772580.0,Operational,Large (1MW+),-2.4101287231136728,56.84398570347707
Torrance Farm,Wind,Operational,290842.0,665671.0,Operational,Large (1MW+),-3.746071702006343,55.871795026203806
Blantyre Muir Wind Farm,Wind,Operational,268888.0,651781.0,Operational,Large (1MW+),-4.089987925644993,55.74160264020707
Little Byth,Wind,Operational,382764.0,857480.0,Operational,Large (1MW+),-2.2900985636744173,57.606971490954685
Calliachar,Wind,Operational,285000.0,750000.0,Operational,Large (1MW+),-3.876073801098935,56.627667966232906
Land at Overside and Greenwellheads Farms,Wind,Operational,406123.0,854692.0,Operational,Large (1MW+),-1.899268418446634,57.582222723852176
Bu Farm,Wind,Operational,362283.0,1023560.0,Operational,Large (1MW+),-2.660083121940311,59.09724702092351
Bowbeat Wind Farm,Wind,Operational,329600.0,647500.0,Operational,Large (1MW+),-3.1221375041754174,55.715790131447726
Crystal Rig Extension II,Wind,Operational,366000.0,669000.0,Operational,Large (1MW+),-2.5454973331421864,55.912883713531045
West Knock Wind Cluster,Wind,Operational,398494.0,844840.0,Operational,Large (1MW+),-2.0267809001771964,57.493764388618764
Hill of Easterton Extension,Wind,Operational,376449.0,831808.0,Operational,Large (1MW+),-2.3932853656015505,57.376090683287686
GlaxoSmithKline Wind Project,Wind,Operational,234144.0,636959.0,Operational,Large (1MW+),-4.633856415519393,55.59791338447987
Myreton Crossroads,Wind,Operational,349741.0,856864.0,Operational,Large (1MW+),-2.8425417154710884,57.59896080812578
Dun Law,Wind,Operational,347069.0,657344.0,Operational,Large (1MW+),-2.8460362952457023,55.80645371717808
Dun Law Extension,Wind,Operational,347276.0,655153.0,Operational,Large (1MW+),-2.842309113353658,55.7867925988475
Cathkin Braes Wind Farm (Castlemilk),Wind,Operational,261220.0,658203.0,Operational,Large (1MW+),-4.2152972961460025,55.797123005208576
Rothes Wind Farm (Extension) (II),Wind,Operational,318500.0,850500.0,Operational,Large (1MW+),-3.362955804887615,57.53724852587503
St John Hill,Wind,Operational,383502.0,778054.0,Operational,Large (1MW+),-2.2724319151155967,56.89353605387347
Beinn an Tuirc,Wind,Operational,173950.0,636900.0,Operational,Large (1MW+),-5.587316348961624,55.57316830310064
Gordonstown Hill Wind Farm,Wind,Operational,371136.0,841396.0,Operational,Large (1MW+),-2.482764115031514,57.461905838324704
Westfield,Wind,Operational,319640.0,695487.0,Operational,Large (1MW+),-3.294929864328467,56.145278730074715
Wathegar wind farm,Wind,Operational,328540.0,950761.0,Operational,Large (1MW+),-3.2256914050882624,58.43927214706941
Brockholes Wind Cluster,Wind,Operational,382080.0,663751.0,Operational,Large (1MW+),-2.287913249681233,55.86659464533639
Pentland Road Wind Farm,Wind,Operational,135500.0,938700.0,Operational,Large (1MW+),-6.51078033023243,58.25716480089902
Glenurquhart and Strathglass Wind Farm project,Wind,Operational,234250.0,824290.0,Operational,Large (1MW+),-4.751096641078555,57.27906462820347
Baillie Wind Farm,Wind,Operational,302550.0,965650.0,Operational,Large (1MW+),-3.677029348553288,58.567907259071575
Bankend Rig,Wind,Operational,265553.0,633692.0,Operational,Large (1MW+),-4.134208512435361,55.578271215715894
Whitelee Windfarm Extension Phase 1,Wind,Operational,256300.0,645000.0,Operational,Large (1MW+),-4.286763422646969,55.67715067019688
Whitelee Windfarm Extension phase 2,Wind,Operational,254220.0,640867.0,Operational,Large (1MW+),-4.317616038967668,55.63942602420985
The Rosti Factory,Wind,Operational,276956.0,649658.0,Operational,Large (1MW+),-3.9606074250064367,55.72465740967616
Gallowhill,Wind,Operational,344124.0,1043753.0,Operational,Large (1MW+),-2.982191763415684,59.27655677173851
St Fergus Moss Wind Farm,Wind,Operational,405416.0,853549.0,Operational,Large (1MW+),-1.9111161787401474,57.57196452500241
Rosehall Hill Forest Windfarm,Wind,Operational,249550.0,903550.0,Operational,Large (1MW+),-4.546952743806733,57.99560676225929
Clochnahill Wind Farm,Wind,Operational,382413.0,782503.0,Operational,Large (1MW+),-2.290616320391334,56.93346174150305
Allt Dearg Wind Farmers LLP,Wind,Operational,182893.0,676616.0,Operational,Large (1MW+),-5.4773405299166225,55.933425903381426
Spurness Wind Farm Repowering,Wind,Operational,360531.0,1033828.0,Operational,Large (1MW+),-2.6925224977137185,59.189289866517655
Methlick Farmers Wind Energy Project,Wind,Operational,385500.0,837500.0,Operational,Large (1MW+),-2.243116086477777,57.42759960723869
Gordonbush,Wind,Operational,284500.0,909500.0,Operational,Large (1MW+),-3.9590551198800994,58.05947955317412
"F M C Land, Pitreavie Business Park",Wind,Operational,310145.0,685510.0,Operational,Large (1MW+),-3.444331283516154,56.053975014180466
Lairg Wind Farm,Wind,Operational,261293.0,903916.0,Operational,Large (1MW+),-4.348703333835534,58.00271286800573
Muirake,Wind,Operational,356817.0,858161.0,Operational,Large (1MW+),-2.7243975232464206,57.611344053670486
Glenkerie Wind Farm,Wind,Operational,310453.0,628117.0,Operational,Large (1MW+),-3.4204917846947995,55.53852457081538
Griffin Wind farm,Wind,Operational,293600.0,744600.0,Operational,Large (1MW+),-3.733748918725175,56.58121218461989
Flotta,Wind,Operational,336770.0,995385.0,Operational,Large (1MW+),-3.0972583312993063,58.84123663055089
Ben Aketil Extension,Wind,Operational,132500.0,846500.0,Operational,Large (1MW+),-6.4583264974571115,57.42978106243929
Tangy Wind Farm Extension/Tangy 2,Wind,Operational,177000.0,626200.0,Operational,Large (1MW+),-5.530423268272379,55.47861479771355
Tangy Wind Farm/Tangy 1,Wind,Operational,168500.0,628500.0,Operational,Large (1MW+),-5.666546989148436,55.49528900394608
FMC Technologies,Wind,Operational,310010.0,685787.0,Operational,Large (1MW+),-3.4465911775094114,56.056437486923954
Black Law,Wind,Operational,289500.0,653500.0,Operational,Large (1MW+),-3.7625574690517625,55.76218684169567
Arecleoch Windfarm,Wind,Operational,221500.0,578500.0,Operational,Large (1MW+),-4.79703350625549,55.06879198585084
Kilbraur Windfarm Farlary - Extension,Wind,Operational,283124.0,902064.0,Operational,Large (1MW+),-3.978666452421917,57.99237014027211
Upper Ardgrain Wind Farm,Wind,Operational,396508.0,835110.0,Operational,Large (1MW+),-2.059769842850202,57.406352123524776
Denhill,Wind,Operational,379611.0,835693.0,Operational,Large (1MW+),-2.341029256984187,57.41114073304424
Haddo,Wind,Operational,381628.0,837639.0,Operational,Large (1MW+),-2.307603761730764,57.42870710428871
Gairnieston Farm,Wind,Operational,374750.0,856031.0,Operational,Large (1MW+),-2.4240521667577895,57.593577087711544
Mark Hill,Wind,Operational,225000.0,585000.0,Operational,Large (1MW+),-4.746291276867515,55.12837947427389
Muirhall,Wind,Operational,300605.0,653760.0,Operational,Large (1MW+),-3.5857598336153336,55.766932079516366
Achany Wind Farm,Wind,Operational,252350.0,904150.0,Operational,Large (1MW+),-4.50001100268222,58.0019300252547
"West Hill, Flotta",Wind,Operational,335252.0,993820.0,Operational,Large (1MW+),-3.1230984483530646,58.826958248106344
Lochelbank Wind Farm II,Wind,Operational,311440.0,713477.0,Operational,Large (1MW+),-3.432877095900716,56.30540191091949
Millennium Extension II,Wind,Operational,225679.0,810840.0,Operational,Large (1MW+),-4.883633916148854,57.155208789501174
"Bendealt Wind Farm, Highland",Wind,Operational,255500.0,871000.0,Operational,Large (1MW+),-4.426655070259512,57.705482906418894
Hagshaw Hill Wind Farm,Wind,Operational,278980.0,630740.0,Operational,Large (1MW+),-3.9200730831928006,55.555284240646955
"Hagshaw Hill (S15) Wind Farm, Lanarkshire",Wind,Operational,278965.0,630750.0,Operational,Large (1MW+),-3.920315106669748,55.555370317150185
Beinn Tharsuinn Windfarm Project,Wind,Operational,261700.0,881900.0,Operational,Large (1MW+),-4.328995462889515,57.80525866641224
Roughside Hill,Wind,Operational,333000.0,646200.0,Operational,Large (1MW+),-3.067711888535094,55.70459431926547
Burnfoot Hill,Wind,Operational,290135.0,703250.0,Operational,Large (1MW+),-3.7727789368383546,56.20910336971593
Hammar's Hill,Wind,Operational,338644.0,1023698.0,Operational,Large (1MW+),-3.0726681765034694,59.09573023120624
Crystal Rig Wind Farm Phase 2a,Wind,Operational,367000.0,667500.0,Operational,Large (1MW+),-2.529317297431656,55.899477273648124
Toddleburn,Wind,Operational,345050.0,653150.0,Operational,Large (1MW+),-2.8773952067841653,55.768549681812644
Cairnmore Farm,Wind,Operational,351086.0,825261.0,Operational,Large (1MW+),-2.8137096559394434,57.31526361591429
Boyndie Airfield Extension,Wind,Operational,361206.0,863606.0,Operational,Large (1MW+),-2.6518221361096086,57.66064901974821
Strath of Brydock - Extension,Wind,Operational,365391.0,859727.0,Operational,Large (1MW+),-2.5811328751804594,57.62615094117642
Craigengelt,Wind,Operational,272451.0,686495.0,Operational,Large (1MW+),-4.049655472865999,56.054253013063
Achairn,Wind,Operational,329950.0,950650.0,Operational,Large (1MW+),-3.2015127426506647,58.43850401149206
Hill of Lybster,Wind,Operational,302000.0,969500.0,Operational,Large (1MW+),-3.6881442784726404,58.602345237850926
Hill of Balquhindachy extension,Wind,Operational,385642.0,842482.0,Operational,Large (1MW+),-2.2410455710730077,57.47235497737665
"Burgar Hill (land Near), Evie",Wind,Operational,334300.0,1026200.0,Operational,Large (1MW+),-3.14922324539426,59.11754495793579
Longpark,Wind,Operational,348050.0,642050.0,Operational,Large (1MW+),-2.8274732060251013,55.66915929799666
Whitelee,Wind,Operational,256800.0,645435.0,Operational,Large (1MW+),-4.27904637741342,55.68120381029175
Crystal Rig Phase 1,Wind,Operational,368350.0,665650.0,Operational,Large (1MW+),-2.507512111012137,55.88294698303228
Pates Hill,Wind,Operational,299130.0,659300.0,Operational,Large (1MW+),-3.611312270082889,55.81638291507342
Rothiesholm,Wind,Operational,362283.0,1023560.0,Operational,Large (1MW+),-2.660083121940311,59.09724702092351
Arnish Moor,Wind,Operational,139155.0,929460.0,Operational,Large (1MW+),-6.438327737288343,58.176607044137285
Meall an Tuirc Wind Farm,Wind,Operational,255500.0,871500.0,Operational,Large (1MW+),-4.426955453469663,57.709969962765
Bilbster Wind Farm,Wind,Operational,327150.0,951850.0,Operational,Large (1MW+),-3.249839985233112,58.44882051750663
Greendykeside,Wind,Operational,281134.0,670403.0,Operational,Large (1MW+),-3.9032072622912795,55.911988965346
Thorfinn Wind Farm - NM1500,Wind,Operational,334600.0,1025700.0,Operational,Large (1MW+),-3.1438352446830335,59.11310203376317
Burgar Hill,Wind,Operational,334300.0,1026200.0,Operational,Large (1MW+),-3.14922324539426,59.11754495793579
Thorfinn Wind Farm - NM2000,Wind,Operational,334790.0,1025240.0,Operational,Large (1MW+),-3.140380808657862,59.10900114629756
